wbs_id,issue_number,title,level,parent_wbs,current_state,recommended_disposition,gate_relevance,implementation_route,evidence,remaining_acceptance,recommended_issue_action
SWE-GEO-IMP-WP1,190,[SWE-GEO-IMP-WP1] Implement sample raster/vector import adapters,Work Package,SWE-GEO-IMP,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-IMP-WP1-T1,191,[SWE-GEO-IMP-WP1-T1] Read the selected G1 raster and vector fixture formats.,Task,SWE-GEO-IMP-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-IMP-WP1-T2,192,"[SWE-GEO-IMP-WP1-T2] Extract CRS, extent, resolution, nodata and source metadata.",Task,SWE-GEO-IMP-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-IMP-WP1-T3,193,[SWE-GEO-IMP-WP1-T3] Emit canonical import records linked to the dataset manifest.,Task,SWE-GEO-IMP-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-CRS-WP1,194,[SWE-GEO-CRS-WP1] Implement coordinate and datum transformation handling,Work Package,SWE-GEO-CRS,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-CRS-WP1-T1,195,[SWE-GEO-CRS-WP1-T1] Define the WGS84-to-metric corridor transformation workflow.,Task,SWE-GEO-CRS-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-CRS-WP1-T2,196,[SWE-GEO-CRS-WP1-T2] Apply transformations while retaining source/target CRS provenance.,Task,SWE-GEO-CRS-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-CRS-WP1-T3,197,[SWE-GEO-CRS-WP1-T3] Create round-trip and known-point transformation tests.,Task,SWE-GEO-CRS-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-COR-WP1,198,[SWE-GEO-COR-WP1] Implement evidence-driven corridor construction,Work Package,SWE-GEO-COR,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-COR-WP1-T1,199,[SWE-GEO-COR-WP1-T1] Create epicentre/target centreline and local rotated basis construction.,Task,SWE-GEO-COR-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-COR-WP1-T2,200,"[SWE-GEO-COR-WP1-T2] Apply L_pre, L_inland, width and flat-ended buffering parameters.",Task,SWE-GEO-COR-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-COR-WP1-T3,201,[SWE-GEO-COR-WP1-T3] Export Kamaishi and Sendai sample corridor polygons with provenance.,Task,SWE-GEO-COR-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-TER-WP1,202,[SWE-GEO-TER-WP1] Implement G1 terrain conditioning,Work Package,SWE-GEO-TER,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-TER-WP1-T1,203,[SWE-GEO-TER-WP1-T1] Clip sample bathymetry/topography to the corridor.,Task,SWE-GEO-TER-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-TER-WP1-T2,204,"[SWE-GEO-TER-WP1-T2] Handle nodata, merging and resampling with explicit policies.",Task,SWE-GEO-TER-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-TER-WP1-T3,205,[SWE-GEO-TER-WP1-T3] Export a conditioned terrain fixture with lineage metadata.,Task,SWE-GEO-TER-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-MSH-WP1,206,[SWE-GEO-MSH-WP1] Implement the tagged Gmsh import workflow,Work Package,SWE-GEO-MSH,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-MSH-WP1-T1,207,[SWE-GEO-MSH-WP1-T1] Define the G1 Gmsh physical-group naming convention.,Task,SWE-GEO-MSH-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-MSH-WP1-T2,208,"[SWE-GEO-MSH-WP1-T2] Import nodes, elements and physical tags into canonical adapter records.",Task,SWE-GEO-MSH-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-MSH-WP1-T3,209,[SWE-GEO-MSH-WP1-T3] Transfer the fixture into the shared FVM topology.,Task,SWE-GEO-MSH-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-TAG-WP1,210,[SWE-GEO-TAG-WP1] Implement canonical region and boundary tagging,Work Package,SWE-GEO-TAG,open,partial,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-GEO-TAG-WP1-T1,211,"[SWE-GEO-TAG-WP1-T1] Define terrain, inlet, outlet, side, top, barrier and material tag semantics.",Task,SWE-GEO-TAG-WP1,open,partial,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-GEO-TAG-WP1-T2,212,[SWE-GEO-TAG-WP1-T2] Validate required/forbidden tag combinations for 2D and 3D meshes.,Task,SWE-GEO-TAG-WP1,open,partial,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-GEO-TAG-WP1-T3,213,[SWE-GEO-TAG-WP1-T3] Persist tags through HDF5/XDMF export.,Task,SWE-GEO-TAG-WP1,open,partial,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-GEO-BAR-WP1,214,[SWE-GEO-BAR-WP1] Implement method-neutral rigid barrier descriptors,Work Package,SWE-GEO-BAR,open,partial,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-GEO-BAR-WP1-T1,215,[SWE-GEO-BAR-WP1-T1] Define wall-type and obstacle/dissipating-class descriptors.,Task,SWE-GEO-BAR-WP1,open,partial,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-GEO-BAR-WP1-T2,216,"[SWE-GEO-BAR-WP1-T2] Define placement, orientation, dimensions and case-reference metadata.",Task,SWE-GEO-BAR-WP1,open,partial,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-GEO-BAR-WP1-T3,217,[SWE-GEO-BAR-WP1-T3] Attach a sample rigid barrier descriptor to the G1 case without selecting IBM/cut-cell methods.,Task,SWE-GEO-BAR-WP1,open,partial,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-GEO-CHK-WP1,218,"[SWE-GEO-CHK-WP1] Implement corridor, geometry and mesh checks",Work Package,SWE-GEO-CHK,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-CHK-WP1-T1,219,"[SWE-GEO-CHK-WP1-T1] Check corridor validity, raster coverage and CRS consistency.",Task,SWE-GEO-CHK-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-CHK-WP1-T2,220,"[SWE-GEO-CHK-WP1-T2] Check mesh topology, face orientation, positive measures and required patches.",Task,SWE-GEO-CHK-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GEO-CHK-WP1-T3,221,[SWE-GEO-CHK-WP1-T3] Emit structured diagnostics consumable by CLI and Qt.,Task,SWE-GEO-CHK-WP1,closed,complete_native,g6_required,Native + external library,"PR #271 / merge commit 1ba6475 constructs the Kamaishi corridor, CRS target, terrain conditioning and nearshore interface in cases/kamaishi_delivery/case_spec.json and tools/cases/kamaishi_delivery.py.",,No automatic issue mutation; preserve current state.
SWE-GUI-CAS-WP1,222,[SWE-GUI-CAS-WP1] Expose G1 case and manifest inspection,Work Package,SWE-GUI-CAS,open,deferred,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-CAS-WP1-T1,223,[SWE-GUI-CAS-WP1-T1] Load and display case-schema and dataset-manifest summaries.,Task,SWE-GUI-CAS-WP1,open,deferred,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-CAS-WP1-T2,224,[SWE-GUI-CAS-WP1-T2] Present validation errors with field and source context.,Task,SWE-GUI-CAS-WP1,open,deferred,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-CAS-WP1-T3,225,[SWE-GUI-CAS-WP1-T3] Expose generated artefact locations without implementing full editing.,Task,SWE-GUI-CAS-WP1,open,deferred,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-VIS-WP1,226,[SWE-GUI-VIS-WP1] Expose the G1 mesh/field result,Work Package,SWE-GUI-VIS,open,deferred,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-VIS-WP1-T1,227,[SWE-GUI-VIS-WP1-T1] Catalogue the generated HDF5/XDMF result.,Task,SWE-GUI-VIS-WP1,open,deferred,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-VIS-WP1-T2,228,[SWE-GUI-VIS-WP1-T2] Display a lightweight metadata/mesh summary in the Qt shell.,Task,SWE-GUI-VIS-WP1,open,deferred,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-GUI-VIS-WP1-T3,229,[SWE-GUI-VIS-WP1-T3] Provide a controlled ParaView hand-off for the XDMF output.,Task,SWE-GUI-VIS-WP1,open,deferred,excluded_from_current_scope,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,deferred until after theoretical-model gate and calibration readiness,Keep open if open; mark deferred/excluded in reconciliation ledger and Project fields where supported.
SWE-VER-REG-WP1,230,[SWE-VER-REG-WP1] Implement G1 round-trip and regression tests,Work Package,SWE-VER-REG,open,partial,g6_required,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-VER-REG-WP1-T1,231,[SWE-VER-REG-WP1-T1] Create case/manifest/schema round-trip tests.,Task,SWE-VER-REG-WP1,open,partial,g6_required,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-VER-REG-WP1-T2,232,[SWE-VER-REG-WP1-T2] Create mesh/tag/field HDF5 reference checks.,Task,SWE-VER-REG-WP1,open,partial,g6_required,Deferred,No complete acceptance evidence identified in this G6 audit; issue remains open or outside the current gate.,acceptance evidence remains to be produced in the owning workstream,No automatic issue mutation; preserve current state.
SWE-VER-REG-WP1-T3,233,[SWE-VER-REG-WP1-T3] Create a deterministic vertical-slice regression fixture.,Task,SWE-VER-REG-WP1,closed,complete_native,g6_required,Native,Issue is already closed with state_reason=completed; existing closure evidence is retained in GitHub comments or linked PRs where available.,,No automatic issue mutation; preserve current state.
